os;sc;item;Produto;Descricao;Quantidade;emissao;APLICACAO;Observacao;cotacao;pc;dt_aprovacao_n1;dt_aprovacao_n2;dt_aprovacao_n3;quantidade_ja_entregue;ja_emitiu_fornecedor;valor_total;status_sc;status_pc;previsao_entrega;pc_eliminado_residuo;motivo_eliminado_residuo;sc_eliminado_residuo;data_pc;conta_pc;centro_custo_pc;solicitante;requisitante;fornecedor;tipo_pagamento
;511472;0002;72398;MANGUEIRA HIDRAULICA MONTADA TEFLON 3/8'' X 5000MM C/ TERMIN;6;04/01/2019;ESTOQUE ALMOXARIFADO CENTRAL;ITEM ZERADO NO ESTOQUE;047237;776860;18/01/2019;01/02/2019;01/02/2019;6;S;2747,88;L;L;04/02/2019;;;;09/01/2019;113800001;1101003;dejalmo.nascimento;dejalmo.nascimento;HIDRAUCON COMERCIO DE MANGUEIRAS CONEXOES HIDRA.E PNEU. LTDA;003
;511472;0003;89740;CABO DE COBRE 6MM KAT 400°C, CLASSE 4, NORMA EPAN37, ISOLACA;100;04/01/2019;ESTOQUE ALMOXARIFADO CENTRAL;ITEM ZERADO NO ESTOQUE;047245;776867;;;;0;S;1900;L;B;02/02/2019;S;;;09/01/2019;113800001;1101003;dejalmo.nascimento;dejalmo.nascimento;B&B COM. DE MATERIAIS ELETRICOS LTDA;003
;511472;0004;54073;MANGUEIRA AR / AGUA DE BORRACHA 5/8” COM TRAMA DE FIBRA;10;04/01/2019;ESTOQUE ALMOXARIFADO CENTRAL;ITEM ZERADO NO ESTOQUE;047237;776859;;;;0;S;130;L;B;02/02/2019;S;;;09/01/2019;512206002;1101003;dejalmo.nascimento;dejalmo.nascimento;MARISE DOS SANTOS ALMEIDA;003
;511472;0005;12227;ADESIVO SILICONE INCOLOR  280G;50;04/01/2019;ESTOQUE ALMOXARIFADO CENTRAL;ITEM ZERADO NO ESTOQUE;047232;776793;;;;0;S;525;L;B;09/02/2019;S;;;07/01/2019;512206002;1101003;dejalmo.nascimento;dejalmo.nascimento;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;511472;0006;12488;ABRACADEIRA DE NYLON 148 X 3,6 mm P/ AMARRACAO DE CABOS;300;04/01/2019;ESTOQUE ALMOXARIFADO CENTRAL;ITEM ZERADO NO ESTOQUE;047233;776792;;;;0;S;24;L;B;04/02/2019;S;;;07/01/2019;512206002;1101003;dejalmo.nascimento;dejalmo.nascimento;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;511472;0007;23965;FITA DUPLA FACE PVC VERDE LARG.19MM X 20M;20;04/01/2019;ESTOQUE ALMOXARIFADO CENTRAL;ITEM ZERADO NO ESTOQUE;047233;776792;;;;0;S;900;L;B;04/02/2019;S;;;07/01/2019;512206002;1101003;dejalmo.nascimento;dejalmo.nascimento;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;511472;0010;40789;CILINDRO HIDRAULICO LDG63/45-200-S2;1;04/01/2019;ESTOQUE ALMOXARIFADO MECANICA VEICULAR;ITEM ZERADO NO ESTOQUE;047235;776892;;;;0;S;2015;L;B;22/02/2019;S;;;09/01/2019;113800001;1101003;dejalmo.nascimento;dejalmo.nascimento;FLUIDIC AUTOMACAO LTDA;003
;511475;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;07/01/2019;LIXADEIRA MDF-II;CONSERTO EXTERNO - VIDEOJET APRESENTA DEFEITO NO TECLADO - LIXADEIRA MDF-II;049599;788845;13/12/2019;13/12/2019;;1;S;640;L;L;12/12/2019;;;;12/12/2019;512206002;2206001;vinicius.medeiros;ELIZANDRO SOARES;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;511475;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;06/03/2019;LIXADEIRA MDF 2;FILTRO EXAUSTOR DE SAIDA IP 65 VJ1000;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;joao.berchol;;
;511475;0003;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;06/03/2019;LIXADEIRA MDF 2;PAINEL FRONTAL C/ TECLADO EUROPEU VJ1510;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;joao.berchol;;
;511475;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;2;06/03/2019;LIXADEIRA MDF 2;DILUENTE ET/ACET. - ONU 1210 - TINTA P/ IMPR - 3. II V710D;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;joao.berchol;;
;511476;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;07/01/2019;ACABAMENTO MDP;CONSERTO EXTERNO - VIDEOJET APRESENTA DEFEITO CABECOTE COM VAZAMENTO - ACABAMENTO MDP;047857;777930;;;;0;;320;L;B;18/03/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:41;;08/03/2019;512206002;2206003;vinicius.medeiros;ADILSON BARROS;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;511476;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;06/03/2019;ACABAMENTO MDP;MODULO VALVULAS / AQUECEDOR DECK C/GAX MTG VJ1510 1;047857;777930;;;;0;;625,8;L;B;18/03/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:40;;08/03/2019;512206002;2206003;vinicius.medeiros;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;511476;0003;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;06/03/2019;ACABAMENTO MDP;FILTRO EXAUSTOR DE SAIDA IP 65 VJ1000;047857;777930;;;;0;;8557,07;L;B;18/03/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:40;;08/03/2019;512206002;2206003;vinicius.medeiros;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;511476;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;06/03/2019;ACABAMENTO MDP;DILUENTE ET/ACET. - ONU 1210 - TINTA P/ IMPR - 3. II V710D;047857;777930;;;;0;;669,95;L;B;18/03/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:39;;08/03/2019;512206002;2206003;vinicius.medeiros;joao.berchol;DIMEL MATERIAIS DE EMBALAGEM LTDA;001
;511480;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;07/01/2019;MDF2;VALVULA DE OLEO TERMICO (MARCA RTK,VELOCIDADE 0.52MM/S, TENSAO 230V) APRESENTA FALHA DE FUNCIONAMENTO E PROBLEMA NO ATUADOR/ SUBSTITUTA SC.510661 E 511204 ELIMINADAS POR RESIDUO;047435;777134;25/01/2019;28/01/2019;28/01/2019;1;S;2680;L;L;30/01/2019;;;;25/01/2019;512206002;2299010;ricardo.rodrigues;ricardo.rodrigues;MART SOLUCOES LTDA;003
;511480;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;07/01/2019;MDF2;VALVULA DE OLEO TERMICO (MARCA RTK,VELOCIDADE 0.52MM/S, TENSAO 230V) APRESENTA FALHA DE FUNCIONAMENTO E PROBLEMA NO ATUADOR/ SUBSTITUTA SC.510661  E 511204 ELIMINADAS POR RESIDUO;047435;777134;25/01/2019;28/01/2019;28/01/2019;1;S;2360;L;L;30/01/2019;;;;25/01/2019;512206002;2299010;ricardo.rodrigues;ricardo.rodrigues;MART SOLUCOES LTDA;003
;511480;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;07/01/2019;MDF2;VALVULA DE OLEO TERMICO (MARCA RTK,VELOCIDADE 0.52MM/S, TENSAO 230V) APRESENTA FALHA DE FUNCIONAMENTO E PROBLEMA NO ATUADOR/ SUBSTITUTA SC.510661E 511204 ELIMINADAS POR RESIDUO;;;;;;0;;0;L;;;;;S;;;;ricardo.rodrigues;ricardo.rodrigues;;
;511488;0001;C00126;SERV. TERCEIROS (EXTERIOR);1;07/01/2019;INSTRUMENTACAO - INSTRUMENTO DE PERFIL DO LABORAT;VISITA DE UM TECNICO DA IMAL PARA CORRIGIR FALHA NO INSTRUMENTO;IMPORT;;;;;0;;0;L;;;;;S;;;;wylliam.bassos;wylliam.bassos;;
;511495;0001;90456;ELEMENTO ELASTICO GR 14;2;08/01/2019;ENCOLDER MEDIDOR COMPRIMENTO DE CHAPA MDF 1;SC gerada por SA - ELEMENTO GR 14 PARA ACOPLAMENTO TOTEX 6514.KTR;047277;776979;15/01/2019;15/01/2019;15/01/2019;2;S;52;L;L;25/01/2019;;;;15/01/2019;512206002;2299004;anderson.rodrigues;VICIUS.VIDAL;A.T.I. BRASIL ARTIGOS TECNICOS INDUSTRIAIS LTDA;003
;511496;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;08/01/2019;CIVIL - CORTADORA DE PISO TAG BEM A002;MAQUINA CORTADORA DE PISO , NAO ESTA DANDO PARTIDA NO MOTOR BUFFALO  4 T   A GASOLINA;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;ADILSON.BARROS;;
;511499;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;08/01/2019;BP-03;CONSERTO EXTERNO - BOMBA HIDRAULICA NAO ATINGE PRESSAO DE TRABALHO - BP03;047478;777368;07/02/2019;07/02/2019;07/02/2019;1;S;10482,48;L;L;04/02/2019;;;;04/02/2019;512206002;2207003;vinicius.medeiros;ELIZANDRO SOARES;HIDRAUTINI COMERCIAL EIRELI;001
;511506;0001;C00030;SERV DE FORNECIMENTO DE MAO-DE-OBRA TERCEIRIZADA;1;08/01/2019;IMPREGNACAO - LAVADOR GASES;CONTRATACAO DE 01 DIARIA DE HIDROJATO;047258;776823;;;;0;S;4200;L;B;26/01/2019;S;;;08/01/2019;512204099;2209001;leonardo.beretta;elizandro.soares;ADVENTO DESENTUPIDORA E SERVICOS LTDA - EPP;003
;511507;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;2;08/01/2019;IMPREGNACAO;CONSERTO EXTERNO - RECUPERAR SUPERFICIE DO ROLO DOSADOR SV DE RETIFICA E PROVAVEL CROMAGEM - IMPREGNACAO;047551;777660;15/03/2019;20/03/2019;25/03/2019;0;S;59600;L;L;07/04/2019;;;;21/02/2019;512206002;2209001;vinicius.medeiros;ELIZANDRO SOARES;USIMAGMA USINAGEM - EIRELI;001
;511508;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;08/01/2019;FORMACAO / PRENSA MDF;CONSERTO EXTERNO DA BOMBA DE OELO TERMICO M10 (SUBSTITUIR SELO E ROLAMENTO)  - SUBSTITUI SC ELIMINADA P/ RESIDUO 509045;047273;776910;11/01/2019;14/01/2019;14/01/2019;1;S;8220;L;L;31/01/2019;;;;10/01/2019;512206002;2299004;leonardo.beretta;ricardo.rodrigues;MART SOLUCOES LTDA;003
;511512;0001;31777;COMPRESSOR ROTATIVO P REFRIGERACAO 24000BTU´S 220V;1;09/01/2019;LABORATORIO DA IMPREGNACAO;INSUMO PRIORITARIO PARA CLIMATIZACAO DO LABORATORIO DA IMPREGNACAO;047281;777029;;;;0;S;554;L;B;29/01/2019;S;;;17/01/2019;512206002;2209001;artur.neto;artur.neto;FRIGELAR COMERCIO E DISTRIBUICAO S.A.;003
;511513;0001;42780;TUBO PNEUMATICO FLEXIVEL EM ESPIRAL (COMPRIMENTO DE TRABALHO;2;09/01/2019;REVESTIMENTO 3 (P033-4121);SC gerada por SA - PARA USO NO SENSOR DE MONITORAMENTO DE ADERENCIA;048164;778609;;;;0;;58;L;B;10/05/2019;S;;;30/04/2019;113800001;2207003;leonardo.beretta;adilson.barros;DANISUL EQUIPAMENTOS PNEUMATICOS LTDA;003
;511514;0001;88226;KIT DE REPAROS DA VALVULA COMPENSADORA DA BOMBA LFA50KWA-7X;2;09/01/2019;BP4 - UNIDADE HIDRAULICA;SC gerada por SA - PARA USO NA UNIDADE HIDRAULICA DA BP4;047279;777033;;;;0;S;20,4;L;B;26/01/2019;S;;;17/01/2019;512206002;2207004;leonardo.beretta;elizandro.soares;A. MARTINI  HIDRAULICA;003
;511514;0002;88227;KIT DE REPAROS BASE DA VALVULA PROPORCIONAL DN16 4WRTE16V200;8;09/01/2019;BP4 - UNIDADE HIDRAULICA;SC gerada por SA - PARA USO NA UNIDADE HIDRAULICA DA BP4;047279;777033;;;;0;S;2100,72;L;B;26/01/2019;S;;;17/01/2019;512206002;2207004;leonardo.beretta;elizandro.soares;A. MARTINI  HIDRAULICA;003
;511514;0003;88228;KIT DE REPAROS BASE DA VALVULA PROPORCIONAL DN25 4WRTE25V350;3;09/01/2019;BP4 - UNIDADE HIDRAULICA;SC gerada por SA - PARA USO NA UNIDADE HIDRAULICA DA BP4;047279;777033;;;;0;S;757,17;L;B;26/01/2019;S;;;17/01/2019;512206002;2207004;leonardo.beretta;elizandro.soares;A. MARTINI  HIDRAULICA;003
;511514;0004;88225;KIT DE REPAROS DA VALVULA DE COMANDO M-3SED6 UK1X/350CG24N9K;10;09/01/2019;BP4 - UNIDADE HIDRAULICA;SC gerada por SA - PARA USO NA UNIDADE HIDRAULICA DA BP4;047279;777033;;;;0;S;1351,2;L;B;26/01/2019;S;;;17/01/2019;512206002;2207004;leonardo.beretta;elizandro.soares;A. MARTINI  HIDRAULICA;003
;511515;0001;C00072;SERV LOCACAO MAQUINAS E EQUIPAMENTOS;1;09/01/2019;DESCASCADOR DEMUTH;LOCACAO DE GUINDASTE PK100 1 DIARIA DESCASCADOR DEMUTH;047266;776905;10/01/2019;11/01/2019;11/01/2019;1;S;1840;L;L;12/01/2019;;;;10/01/2019;512206004;2201001;vinicius.medeiros;RAFAEL LOPES;DARCY PACHECO SOLUCOES DE PESO LTDA;003
;511516;0001;19610;MODULO ENTRADA ANALOGICO 2X14BITS CONFIGURAVEL P/ V/I/RTD SM;2;09/01/2019;MDP - USINA/CALDEIRA;SUBSTITUI PC 756267 - CARTAO DE MEMORIA QUEIMADO SEM CONSERTO COMPRA DE UM NOVO;047353;777071;22/01/2019;24/01/2019;24/01/2019;2;S;14020,9;L;L;22/01/2019;;;;21/01/2019;113800001;2202003;wylliam.bassos;wylliam.bassos;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;003
;511516;0002;19610;MODULO ENTRADA ANALOGICO 2X14BITS CONFIGURAVEL P/ V/I/RTD SM;1;09/01/2019;MDF-1 - USINA/CALDEIRA;SUBSTITUI PC 756268 - CARTAO DE MEMORIA QUEIMADO SEM CONSERTO COMPRA DE UM NOVO;047354;777070;22/01/2019;24/01/2019;24/01/2019;1;S;4210,53;L;L;22/01/2019;;;;21/01/2019;113800001;2202001;wylliam.bassos;wylliam.bassos;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;003
;511517;0001;69711;PARAFUSO ALLEN CABECA CILINDRICA ACO CARBONO M20 X 60MM CLAS;500;09/01/2019;PATIO DE MADEIRA - PICADOR PALLMANN 1 PHT720;SC gerada por SA;047260;776904;18/01/2019;24/01/2019;24/01/2019;500;S;2578,55;L;L;24/01/2019;;;;09/01/2019;512206002;2201001;wylliam.bassos;wylliam.bassos;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;511517;0002;48538;PARAFUSO ALLEN CABECA CILINDRICA ACO M16 X 60 CLASSE 12.9;500;09/01/2019;PATIO DE MADEIRA - PICADOR PALLMANN DE CASCAS PHT400;SC gerada por SA;047260;776904;18/01/2019;24/01/2019;24/01/2019;500;S;1354,65;L;L;24/01/2019;;;;09/01/2019;512206002;2201001;wylliam.bassos;wylliam.bassos;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;511519;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;09/01/2019;MDF-2 - USINA/CALDEIRA - VENTILADOR IDFAN P023-6500A;SS:043492 - TAG:F010-00178 - MOTOR 300CV 220KW - CARCACA B355 M/L6/T5 - 1900KG - 1190RPM - APRESENTA FALHA DE SOBRE CARGA, FOI MEGADO CONTRA TERRA E NAO APRESENTOU FUGA;047326;777001;;;;0;S;10701,58;L;B;28/01/2019;S;;;16/01/2019;512206002;2203002;wylliam.bassos;wylliam.bassos;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;003
;511519;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;09/01/2019;MDF-2 - USINA/CALDEIRA - VENTILADOR IDFAN P023-6500A;SS:043492 - TAG:F010-00178 - MATERIAL APLICADO EM MOTOR 300CV;;;;;;0;;0;B;;;;;S;;;;wylliam.bassos;wylliam.bassos;;
;511521;0001;C00030;SERV DE FORNECIMENTO DE MAO-DE-OBRA TERCEIRIZADA;1;09/01/2019;CIVIL - PISO DA EXPEDICAO;SERVICO DE REPARO NO PISO DA EXPEDICAO, QUE APRESENTA INUMEROS BURACOS.;047655;777555;;;;0;;29911,7;L;B;10/03/2019;S;;;18/02/2019;512204099;2106001;leonardo.beretta;adilson.barros;DULLIUS ENGENHARIA E TECNOLOGIA LTDA;104
;511523;0001;C00030;SERV DE FORNECIMENTO DE MAO-DE-OBRA TERCEIRIZADA;1;09/01/2019;PATIO;CONTRATACAO URGENTE DA EMPRESA ALPLAN PARA FAZER EMENDA NA TC-74 DIA 10 AS 8H;047264;776903;09/01/2019;09/01/2019;09/01/2019;1;S;10700;L;L;11/01/2019;;;;09/01/2019;512204099;2201001;ricardo.rodrigues;ricardo.rodrigues;ALPLAN COMERCIO DE CORREIAS LTDA.;003
;511524;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;09/01/2019;FORMACAO / PRENSA MDF 2;CONSERTO DA BOMBA DE OLEO TERMICO M20 (VAZAMENTO NO SELO) - SUBSTITUI PC 759911 ELIMINADO P/ RESIDUO;047269;776908;17/01/2019;22/01/2019;22/01/2019;1;S;8450;L;L;01/02/2019;;;;10/01/2019;512206002;2299010;leonardo.beretta;vinicius.vidal;MART SOLUCOES LTDA;003
;511526;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;09/01/2019;ETA/ETE;CONSERTO EXTERNO - INVERSOR WEG CFW090030T3848PSZ SERIAL 101495 NAO LIGA - ETA/ETE;047548;777471;08/02/2019;11/02/2019;11/02/2019;1;S;3046,9;L;L;20/02/2019;;;;08/02/2019;512206002;2102001;vinicius.medeiros;CLECIO MATTE;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;003
;511527;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;09/01/2019;FORMACAO / PRENSA MDP;CONSERTO DA BOMBA DE OLEO TERMICO M50 (REVISAO GERAL) - SUBSTITUI PC 763023 ELIMINADO P/ RESIDUO;047271;776909;28/01/2019;28/01/2019;28/01/2019;1;S;7220;L;L;06/02/2019;;;;10/01/2019;512206002;2299008;leonardo.beretta;vinicius.vidal;MART SOLUCOES LTDA;003
;511528;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;09/01/2019;WESP;CONSERTO EXTERNO - BALANCEAMENTO NA CENTRIFUGA ALFA LAVAL DO WESP;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;RAFAEL LOPES;;
;511529;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;09/01/2019;USINA MDF-II;CONSERTO EXTERNO - CAIXA REDUTORA SEW RF107 ROLAMENTOS, EIXOS E ENGRENAGENS DANIFICADAS - USINA MDF-II;047568;777373;04/02/2019;07/02/2019;07/02/2019;1;S;11456,02;L;L;19/02/2019;;;;04/02/2019;512206002;2202002;vinicius.medeiros;RAFAEL LOPES;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;003
;511529;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/01/2019;USINA MDF-II;MATERIAL APLICADO A CAIXA REDUTORA;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;MECANICA;;
;511529;0003;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/01/2019;USINA MDF-II;CONSERTO EXTERNO - CAIXA REDUTORA SEW RF107 ROLAMENTOS, EIXOS E ENGRENAGENS DANIFICADAS - USINA MDF-II;047569;777374;;;;0;;11456,02;L;B;24/02/2019;S;;;04/02/2019;512206002;2202002;vinicius.medeiros;wylliam.bassos;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;001
;511529;0004;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/01/2019;USINA MDF-II;MATERIAL APLICADO A CAIXA REDUTORA;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;wylliam.bassos;;
;511529;0005;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;17/01/2019;USINA MDF-II;CONSERTO EXTERNO - CAIXA REDUTORA SEW RF107 ROLAMENTOS, EIXOS E ENGRENAGENS DANIFICADAS - USINA MDF-II;047570;777375;19/08/2020;21/08/2020;21/08/2020;1;S;8798;L;L;31/08/2020;;;;04/02/2019;512206002;2202002;vinicius.medeiros;wylliam.bassos;USINA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRICOS LTDA;002
;511529;0006;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;17/01/2019;USINA MDF-II;MATERIAL APLICADO A CAIXA REDUTORA;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;wylliam.bassos;;
;511530;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;8;09/01/2019;LIXADEIRAS;CONSERTO EXTERNO - PASTILHAS DE FREIO APRESENTAM DESGASTE - LIXADEIRAS;047303;776958;14/01/2019;15/01/2019;15/01/2019;8;S;232;L;L;23/01/2019;;;;14/01/2019;512206002;2206002;vinicius.medeiros;VINICIUS VIDAL;FREINCOL FREIOS COM.E.IND.LTDA;003
;511531;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;3;09/01/2019;BP-02;CONSERTO EXTERNO - MANGOTES DE OLEO TERMICO COM VAZAMENTO - BPS;;;;;;0;;0;L;;;;;S;;;;vinicius.medeiros;ELIZANDRO SOARES;;
;511532;0001;48459;CORREIA EM V C-161;5;09/01/2019;MDF-2 - SHS - FILTRO DE MANGAS - VENTILADOR 4930M01;SC gerada por SA - SUBSTITUICAO DE CORREIAS GASTAS;047268;776933;11/01/2019;14/01/2019;14/01/2019;5;S;490;L;L;25/01/2019;;;;11/01/2019;113800001;2299010;wylliam.bassos;wylliam.bassos;MARISE DOS SANTOS ALMEIDA;003
;511532;0002;28017;CENTRO ELASTICO (ELEMENTO ELASTICO) P/ACOPLAMENTO ANTARES AT;2;09/01/2019;MDF-2 - PRENSA - BOMBA DE OLEO TERMICO M40;SC gerada por SA - SUBSTITUICAO DO ACOPLAMENTO QUE APRESENTA DESGASTES;047277;776935;11/01/2019;14/01/2019;14/01/2019;2;S;280;L;L;25/01/2019;;;;11/01/2019;512206002;2299010;wylliam.bassos;wylliam.bassos;ACIONAMENTOS SPITTI EQUIPAMENTOS LTDA;003
;511532;0003;19525;ACOPLAMENTO ELASTICO AT-50 CI/CN;2;09/01/2019;MDF-2 - PRESA - VALVULA ROTATIVA DOSFILTRO DE MANGAS;SC gerada por SA - SUBSTITUICAO DOS ELEMENTOS ELASTICOS COM DESGASTE;047277;776935;11/01/2019;14/01/2019;14/01/2019;2;S;860;L;L;25/01/2019;;;;11/01/2019;512206002;2299010;wylliam.bassos;wylliam.bassos;ACIONAMENTOS SPITTI EQUIPAMENTOS LTDA;003
;511533;0001;72398;MANGUEIRA HIDRAULICA MONTADA TEFLON 3/8'' X 5000MM C/ TERMIN;15;09/01/2019;MDF-2 - REFINADOR - HYJET;SC gerada por SA - MANGUEIRAS APRESENTAM VAZAMENTO DE RESINA;047270;777000;16/01/2019;21/01/2019;21/01/2019;15;S;3030;L;L;19/01/2019;;;;16/01/2019;113800001;2203002;wylliam.bassos;wylliam.bassos;VERTICE INDUSTRIA E COMERCIO DE EQUIP. HIDROPNEUMATICOS LTDA;008
;511534;0001;13105;CORREIA MICRO V 8 CANAIS 1562L;2;09/01/2019;MDF-II  SERRAS BORDEADEURAS;REFERENTE A SA 024154 ( SUBST. CORREIAS GASTAS);047268;776933;11/01/2019;14/01/2019;14/01/2019;2;S;620;L;L;25/01/2019;;;;11/01/2019;113800001;2299010;dejalmo.nascimento;wyllian.bassos;MARISE DOS SANTOS ALMEIDA;003
;511534;0002;71595;CORREIA PLANA LISA FECHADA LARG.80MM X COMP.19200MM CM-18/30;1;09/01/2019;MDF-II MESA DE SAIDA DO RESF;REFERENTE A SA 024154 (SUBSTITUICOES DE CORREIS QUE A);047276;776934;11/01/2019;14/01/2019;14/01/2019;1;S;3218;L;L;25/01/2019;;;;11/01/2019;113800001;2299010;dejalmo.nascimento;wyllian.bassos;HABASIT DO BRASIL IND. COM. CORREIA LTDA;003
;511535;0001;72779;SELO MECANICO PARA BOMBA 809 - MECHANICAL SEAL FOR 809;3;09/01/2019;;REFERENTE A SA 024155 (SELO MECANICO APRESENTA VAZAMENTO);IMPORT;;;;;0;;0;L;;;;;S;;;;dejalmo.nascimento;wyllian.bassos;;
;511536;0001;12989;ROLAMENTO 6006 ZZ;9;09/01/2019;FORMADORA MDF 2 ESTICADOR DO ROLO;SC gerada por SA;047267;776932;;;;0;S;81;L;B;31/01/2019;S;;;11/01/2019;113800001;2299010;anderson.rodrigues;VINICIUS.VIDAL;LOJA DOS ROLAMENTOS LTDA;003
;511537;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;10/01/2019;REVESTIMENTO 3 E 4;CONSERTO DE 02 VALVULAS PROPORCIONAIS 4WRTE 25;047283;776939;;;;0;S;37428;L;L;24/01/2019;S;;;11/01/2019;512206002;2207001;leonardo.beretta;elizandro.soares;RACISUL AUTOMACAO LTDA;070
;511539;0001;71221;BOMBA GRUNDFOS CM3-9 / 2,2KW / 440V / 60HZ / 2 POLOS / IP55;1;10/01/2019;SISTEMA DE SEGURANCA CONTRA INCENDIO;SC gerada por SA - BOMBA GRUNDFOSCM3-9 AQQE TRIF 220/380/440 V 60 HZ IP55;047275;776940;31/01/2019;01/02/2019;01/02/2019;1;S;3815;L;L;10/02/2019;;;;11/01/2019;113800001;2299008;anderson.rodrigues;RICARDO.ANTUNES;FLUID SYSTEMS;003
;511543;0001;C00030;SERV DE FORNECIMENTO DE MAO-DE-OBRA TERCEIRIZADA;1;10/01/2019;REVESTIMENTO 4;INSTALACAO SISTEMA DE VENTILACAO PARA RESFRIAMENTO DE SISTEMAS HIDRAULICOS DA BP4;047650;777545;;;;0;;1590;L;B;07/03/2019;S;;;15/02/2019;512204099;2207004;leonardo.beretta;elizandro.soares;PORTATA VENTILACAO E EXAUSTAO INDUSTRIAL LTDA;002
