os;sc;item;Produto;Descricao;Quantidade;emissao;APLICACAO;Observacao;cotacao;pc;dt_aprovacao_n1;dt_aprovacao_n2;dt_aprovacao_n3;quantidade_ja_entregue;ja_emitiu_fornecedor;valor_total;status_sc;status_pc;previsao_entrega;pc_eliminado_residuo;motivo_eliminado_residuo;sc_eliminado_residuo;data_pc;conta_pc;centro_custo_pc;solicitante;requisitante;fornecedor;tipo_pagamento
;514427;0001;91348;RODA DENTADA 1.160.18.BT4 COM TRATAMENTO TERMICO NOS DENTES;1;29/01/2020;ROSCA SILO OVERSIZE MDP;ROSCA EXTRACAO SILO OVERSIZE;049785;790826;;;;0;S;1350;L;B;08/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:00;;07/02/2020;113800001;2299008;vinicius.medeiros;VINICIUS VIDAL;UNIPECAS CORRENTES E ACESSORIOS LTDA;003
;514427;0002;91349;RODA DENTADA 1.160.36.BT5 COM TRATAMENTO TERMICO NOS DENTES;1;29/01/2020;ROSCA SILO OVERSIZE MDP;ROSCA EXTRACAO SILO OVERSIZE;049785;790826;;;;0;S;4610;L;B;08/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:00;;07/02/2020;113800001;2299008;vinicius.medeiros;VINICIUS VIDAL;UNIPECAS CORRENTES E ACESSORIOS LTDA;003
;514427;0003;90956;CORRENTE 32B SIMPLES;15;29/01/2020;ROSCA SILO OVERSIZE MDP;ROSCA EXTRACAO SILO OVERSIZE;049785;790826;;;;0;S;3780;L;B;08/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:00;;07/02/2020;113800001;2299008;vinicius.medeiros;VINICIUS VIDAL;UNIPECAS CORRENTES E ACESSORIOS LTDA;003
;514427;0004;90957;EMENDA SIMPLES PARA CORRENTE 32B;5;29/01/2020;ROSCA SILO OVERSIZE MDP;ROSCA EXTRACAO SILO OVERSIZE;049785;790826;;;;0;S;120;L;B;08/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:00;;07/02/2020;113800001;2299008;vinicius.medeiros;VINICIUS VIDAL;UNIPECAS CORRENTES E ACESSORIOS LTDA;003
;514428;0001;43280;ROSCA TRANSPORTADORA THB-800 X 6750;2;29/01/2020;SILO UMIDO MDP;1 ROSCA ESQUERDA E 1 ROSCA DIREITA CONFORME DESENHO S0834;049791;790540;;;;0;S;88640;L;B;03/04/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:49:57;;03/02/2020;113800001;2299008;vinicius.medeiros;VINICIUS VIDAL;CARLOS BECKER METALURGICA INDUSTRIAL LTDA;001
;514429;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;30/01/2020;IMPREGNACAO - ROLOS RETICULADOS VITS;SC COMPLEMENTAR AO SERVICO DE CONSERTO DOS ROLOS RETICULADOS (PC 788977);049786;790365;30/01/2020;31/01/2020;31/01/2020;1;S;11486;L;L;09/02/2020;;;;30/01/2020;512206002;2209001;leonardo.beretta;MECANICA - ELIZANDRO;ROTOCROM INDUSTRIA E COMERCIO LTDA;001
;514430;0001;12713;SENSOR REED P/ CILINDRO PNEUMATICO 10 A 30VCA/CC 1NA CONECTO;6;30/01/2020;ESTOQUE;REPOSICAO DE ESTOQUE (SOLICITADO PELO COORDENADOR);049874;;;;;0;;0;L;;;;;S;;;;gilson.marques;gilson.marques;;
;514430;0002;57093;RESISTENCIA ELETRICA TUBULAR DE IMERSAO TRIFASICA 440V 18000;2;30/01/2020;ESTOQUE;REPOSICAO DE ESTOQUE (SOLICITADO PELO COORDENADOR);049908;791174;03/07/2020;07/07/2020;07/07/2020;2;S;1047,4;L;L;21/03/2020;;;;20/02/2020;113800001;1101003;gilson.marques;gilson.marques;ALPES RESISTENCIAS ELETRICAS LTDA;003
;514432;0001;73960;PAINEL TOUCHSCREEN TP700 CONFORT;1;30/01/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514432;0002;90152;SIMATIC KTP600 BASIC MONO;1;30/01/2020;ALMOXARIFADO.;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514433;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;30/01/2020;ROSCA DE EUCALIPTO MDF 1/ PATIO DE MADEIRAS;CONSERTO EXTERNO INVERSOR WEG CFW09 180A FALHA E-00 DIRETO  S.C 513656 ELIMINADA POR RESIDUO;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;CLECIO/ ELETRICA;;
;514433;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;30/01/2020;INVERSOR;MATERIAL APLICADO;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;CLECIO/ ELETRICA;;
;514439;0001;90516;ROLAMENTO 22238 CA/C3 W33 AUTO COMP.DE ROLOS GAIOLA LATAO;1;30/01/2020;SECADOR MDF 2;SC gerada por SA - SUBSTITUICAO PECAS DANIFICADAS;;;;;;0;;0;B;;;;;S;;;;joao.berchol;joao.berchol;;
;514441;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;31/01/2020;REVESTIMENTOS;CONSERTO EXTERNO MAQUINA DE SOLDA MIG COM CABECOTE MOVEL - REVISAO GERAL E TROCA DA TOCHA;;;;;;0;;0;B;;;;;S;;;;vinicius.medeiros;ELIZANDRO SOARES;;
;514441;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;31/01/2020;REVESTIMENTOS;MATERIAL(IS) APLICADO(S) MAQUINA DE SOLDA ESAB LAB320 F0504262;;;;;;0;;0;B;;;;;S;;;;vinicius.medeiros;ELIZANDRO SOARES;;
;514442;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;31/01/2020;PATIO DE MADEIRAS;CONSERTO EXTERNO MAQUINA DE SOLDA MIG COM CABECOTE MOVEL - FALHA ELETRICA, ROLETES QUEBRADOS E TOCHA;;;;;;0;;0;B;;;;;S;;;;vinicius.medeiros;RAFAEL LOPES;;
;514442;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;31/01/2020;PATIO DE MADEIRAS;MATERIAL(IS) APLICADO(S) CONSERTO MAQUINA DE SOLDA ESAB LAB475 F11040703;;;;;;0;;0;B;;;;;S;;;;vinicius.medeiros;RAFAEL LOPES;;
;514445;0001;44559;VACUOSTATO NAUTILUS -0,08 A -1 BAR(-1.16...-14.5 PSI), 1/4 B;1;31/01/2020;ALMOXARIFADO.;ITEM SEM SALDO NO ESTOQUE.;049892;791207;30/07/2020;30/07/2020;30/07/2020;1;S;2115;L;L;21/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;THERBA EQUIPAMENTOS ELETRICOS LTDA;001
;514449;0001;67232;AR CONDICIONADO SPLIT 12000 BTUS  QUENTE/FRIO;1;03/02/2020;REFEITORIO;SC gerada por SA - PARA SUBSTITUIR AR CONDICIONADO QUEIMADO NA SALA DA NUTRICIONOSTA;;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;CIVIL - ELIZANDRO;;
;514451;0001;13061;CORREIA EM V B-97;10;03/02/2020;ALMOXARIFADO;ITEM COM SALDO BAIXO.;049858;791190;04/03/2020;09/03/2020;09/03/2020;10;S;590;L;L;01/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;BELT CORREIAS ESPECIAIS LTDA;093
;514451;0002;13042;CORREIA EM V 5V-900;8;03/02/2020;ALMOXARIFADO;ITEM COM SALDO BAIXO.;049858;791190;04/03/2020;09/03/2020;09/03/2020;0;S;544;L;L;01/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;BELT CORREIAS ESPECIAIS LTDA;093
;514451;0003;88194;WATERPILOT FMX21;1;03/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;049911;791338;18/08/2020;18/08/2020;18/08/2020;1;S;6765,71;L;L;14/09/2020;;;;02/03/2020;113800001;1101003;welker.henrique;welker.henrique;ENDRESS+HAUSER CONTROLE E AUTOMACAO LTDA;001
;514451;0004;34319;CHAVE BOIA - COMPLETA SUPERIOR - MARCA MARGIRIUS REF.CB.1008;2;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049942;791149;21/02/2020;28/02/2020;28/02/2020;2;S;570;L;L;01/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;514452;0001;24121;SENSOR ULTRASOM 0,2 A 1,3MTS 12-30 VDC  4-20MA;1;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049871;791325;04/03/2020;09/03/2020;09/03/2020;0;S;2508,33;L;L;02/03/2020;;;;02/03/2020;122299001;1101003;welker.henrique;welker.henrique;DIMENSIONAL CENTELHA SOLUCOES LTDA;001
;514452;0002;46545;SENSOR INDUTIVO CIL C/ ROSCA 12MM SN=4MM 12 A 24VCC PNP NO C;4;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049892;791207;30/07/2020;30/07/2020;30/07/2020;4;S;800;L;L;21/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;THERBA EQUIPAMENTOS ELETRICOS LTDA;001
;514452;0003;87035;MODULO DE INTERFACE IM 151-8 PN/DP CPU FOR ET200S;1;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049871;791324;;;;0;S;5864,87;L;B;01/04/2020;S;;;02/03/2020;113800001;1101003;welker.henrique;welker.henrique;COMERCIAL ELETRICA DW S.A;003
;514452;0004;38862;TRANSMISSOR PRESSAO 2 FIOS - MODELO S11 0 A 0,25 BAR 10/30DC;5;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514452;0005;24048;ADESIVO SILICONE VERMELHO P/ ALTA TEMPERATURA 280G;50;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049860;791575;;;;0;;900;L;B;26/03/2020;S;;;26/03/2020;512206002;1101003;welker.henrique;welker.henrique;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;514452;0006;12227;ADESIVO SILICONE INCOLOR  280G;50;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049860;791568;;;;0;;622,5;L;B;10/04/2020;S;;;26/03/2020;512206002;1101003;welker.henrique;welker.henrique;ABRASSER FERRAMENTAS LTDA.;003
;514452;0007;12623;DESENGRIPANTE MICRO OLEO SPRAY 300ML;20;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049796;790696;14/02/2020;14/02/2020;14/02/2020;20;S;127,6;L;L;21/02/2020;;;;04/02/2020;512301006;1101003;welker.henrique;welker.henrique;ABRASSER FERRAMENTAS LTDA.;003
;514452;0008;6340;LAMPADA LED TUBULAR T8 18WATTS 1800 LUMENS  DIM. C.1212 x D.;150;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049871;791324;;;;0;S;2227,5;L;B;01/04/2020;S;;;02/03/2020;512206002;1101003;welker.henrique;welker.henrique;COMERCIAL ELETRICA DW S.A;003
;514452;0009;13101;CORREIA EM V B-95 3T;5;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049858;791190;04/03/2020;09/03/2020;09/03/2020;0;S;275;L;L;01/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;BELT CORREIAS ESPECIAIS LTDA;093
;514452;0010;64553;CORREIA EM V 3VX-850;5;03/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;049858;791190;04/03/2020;09/03/2020;09/03/2020;5;S;190;L;L;01/03/2020;;;;20/02/2020;113800001;1101003;welker.henrique;welker.henrique;BELT CORREIAS ESPECIAIS LTDA;093
;514460;0001;62439;BATERIA ESTACIONARIA DF300 12V 30AH FREEDOM;6;03/02/2020;GRECON MDF1;SC gerada por SA - GRECON MDF1;049929;791215;26/02/2020;28/02/2020;28/02/2020;6;S;1344;L;L;22/02/2020;;;;21/02/2020;113800001;2299004;vinicius.medeiros;JORGE FUNKE;BATERIAS LIDER LTDA;001
;514460;0002;66508;BATERIA ESTACIONARIA 12V 45AH;2;03/02/2020;MINIMAX MDF1;SC gerada por SA - MINIMAX MDF1;049929;791215;26/02/2020;28/02/2020;28/02/2020;2;S;636;L;L;22/02/2020;;;;21/02/2020;113800001;2299004;vinicius.medeiros;JORGE FUNKE;BATERIAS LIDER LTDA;001
;514460;0003;37066;BATERIA SELADA 12V 7A UNIPOWER UP1270;4;03/02/2020;MINIMAX MDF2;SC gerada por SA - MINIMAX MDF2;049929;791153;03/03/2020;06/03/2020;06/03/2020;0;S;392,68;L;L;01/03/2020;;;;20/02/2020;113800001;2299010;vinicius.medeiros;JORGE FUNKE;ELETROPECAS COMERCIAL ELETRONICA LTDA;001
;514464;0001;51921;ENERGIA-TRANSMISSAO E/OU MENSALIDADE;1;04/02/2020;ONS TRANSMISSAO DE ENERGIA 01/20;ONS TRANSMISSAO DE ENERGIA (JANEIRO/2020);049798;790685;04/02/2020;07/02/2020;07/02/2020;1;S;5967,86;L;L;05/02/2020;;;;04/02/2020;512301024;2299003;leonardo.beretta;ENERGIA - JANAINA;ONS OPERADOR NACIONAL SISTEMA ELETRICO;190
;514465;0001;54752;VALVULA DE RETENCAO HGL-1/2-B;2;04/02/2020;MDF I;APLICACAO NA CALHA PENDULAR DO MDF I;049874;793897;04/12/2020;15/12/2020;15/12/2020;0;S;1972;L;L;14/12/2020;;;;04/12/2020;113800001;1101003;gilson.marques;gilson.marques;FLUIDIC AUTOMACAO LTDA;001
;514466;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;04/02/2020;LOCACAO DE PTA - FABRICA;RENOVACAO DE LOCACAO DA PLATAFORMA ELEVATORIA DE 15 METROS - 30 DIARIAS;049951;791120;20/02/2020;20/02/2020;20/02/2020;1;S;6890;L;L;29/02/2020;;;;19/02/2020;512206002;2299003;leonardo.beretta;CIVIL - ELIZANDRO SOARES;ALTOPLAT PLATAFORMAS AEREAS LTDA.;003
;514467;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;04/02/2020;GRUAS FIXAS CATERPILLAR 320D - DESCASCADORES;LOCACAO DE 02 DIARIAS DE GUINDASTE PK100 - PARA DESMONATAGEM E MONTAGEM DAS GRUAS FLORESTAIS FIXAS DO DESCASCADOR DEMUTH E METSO.;049811;790867;11/02/2020;11/02/2020;11/02/2020;0;S;4400;L;L;17/02/2020;;;;07/02/2020;512206002;2201001;leonardo.beretta;PCM - FLAVIO TORRES;DARCY PACHECO SOLUCOES DE PESO LTDA;001
;514470;0001;91318;PROTECAO SANFONADA SKYROL;4;04/02/2020;IMPREGNACAO;SC gerada por SA - PROTECAO PARA IMPEDIR QUE A RESINA ATINJA OS TRILHOS;;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;MECANICA - ELIZANDRO;;
;514472;0001;90845;UNIDADE DUPLA CREMALHEIRA;2;05/02/2020;BP4 - DISPOSITIVO DESCARREGAMENTO DE PAINEIS SAIDA PRENSA;PARA SUBSTITUIR UNIDADE DUPLA COM CREMALHEIRA, DO DISPOSITIVO DE DESCARREGAMENTO, QUE APRESENTA FOLGA NAS CREMALHEIRAS (SUBSTITUI SC 513403, ELIMINADA POR SER PRODUTO IMPORTADO E NAO NACIONAL);IMPORT;;;;;0;;0;L;;;;;S;;;;leonardo.beretta;MECANICA - ELIZANDRO;;
;514473;0001;17088;EMENDA P/ CORRENTE DUPLA PASSO 3/4'' ASA [ 60/2 ];15;05/02/2020;ALMOXARIFADO.;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514473;0002;37582;GAS REFRIGERANTE R-134A TETRAFLUORETANO B 13,6KG;40,8;05/02/2020;ALMOXARIFADO.;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514473;0003;42636;CONTATORA TRIPOLAR 185Amp 2NA+2NF,BOB 200_227Vca/24VDC TAMAN;1;05/02/2020;ALMOXARIFADO.;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514473;0004;42790;REPARO (KIT) P/ CILINDRO PNEUMATICO DNC-80-250-PPV.A;2;05/02/2020;ALMOXARIFADO.;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514473;0005;26541;VALVULA BORBOLETA MANUAL 4'' C/ DISCO FOFO;3;05/02/2020;ALMOXARIFADO.;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514476;0001;12994;MEIA EMENDA (REDUCAO) P/ CORRENTE SIMPLES PASSO 3/4'' ASA [;20;05/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514477;0001;12359;CADEADO LATAO 25MM;60;06/02/2020;ESCADAS DE MARINHEIRO DA FABRICA;SC gerada por SA - PARA CONFECCAO DE PORTAS DE ACESSO AS ESCADAS DE MARINHEIRO;049998;791335;;;;0;S;660;L;B;12/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:20;;02/03/2020;512207011;2299003;leonardo.beretta;CIVIL - ELIZANDRO;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;092
;514477;0002;13785;BARRA DE FERRO REDONDA 1020 3/8” X 6000MM;60;06/02/2020;ESCADAS DE MARINHEIRO DA FABRICA;SC gerada por SA - PARA CONFECCAO DE PORTAS DE ACESSO AS ESCADAS DE MARINHEIRO;049984;791337;;;;0;S;904,05;L;B;12/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:21;;02/03/2020;512206005;2299003;leonardo.beretta;CIVIL - ELIZANDRO;ACOS FAVORIT DISTRIBUIDORA LTDA;001
;514477;0003;27543;"BARRA CHATA FERRO 1"" X 1/4"" X 6000MM";30;06/02/2020;ESCADAS DE MARINHEIRO DA FABRICA;SC gerada por SA - PARA CONFECCAO DE PORTAS DE ACESSO AS ESCADAS DE MARINHEIRO;049984;791337;;;;0;S;1005;L;B;12/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:21;;02/03/2020;512206005;2299003;leonardo.beretta;CIVIL - ELIZANDRO;ACOS FAVORIT DISTRIBUIDORA LTDA;001
;514477;0004;66504;TARUGO REDONDO ACO SAE 1020 DIAM 20MM TREFILADO h11;10;06/02/2020;ESCADAS DE MARINHEIRO DA FABRICA;SC gerada por SA - PARA CONFECCAO DE PORTAS DE ACESSO AS ESCADAS DE MARINHEIRO;049984;791337;;;;0;S;961,6;L;B;12/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:22;;02/03/2020;512206005;2299003;leonardo.beretta;CIVIL - ELIZANDRO;ACOS FAVORIT DISTRIBUIDORA LTDA;001
;514482;0001;58820;TRANSDUTOR DE PRESSAO PARA OLEO SCHILLER CARRIER;1;06/02/2020;ALMOXARIFADO.;ITEM SEM SALDO NO ESTOQUE.;050248;792175;;;;0;;1195;L;B;23/07/2020;S;;;13/07/2020;113800001;1101003;welker.henrique;welker.henrique;CLIMA PARTS COMERCIO DE EQUIPAMENTOS E PECAS LTDA;003
;514485;0001;90976;SELO MECANICO M32N24/60-00R AQ1VGG;2;07/02/2020;ESTOQUE;SELO MECANICO SOLICITADO PELO RAFAEL LOPES;049940;791147;04/03/2020;12/03/2020;12/03/2020;0;S;2420;L;L;25/02/2020;;;;20/02/2020;512206002;1101003;gilson.marques;gilson.marques;ULTRASEAL DO BRASIL LTDA;001
;514486;0001;90977;ROLAMENTO NUP 310 C4;2;07/02/2020;ESTOQUE;MATERIAL NO PONTO DE PEDIDO, ZEROU EM ESTOQUE;049859;791371;03/03/2020;06/03/2020;06/03/2020;2;S;3182,4;L;L;02/04/2020;;;;03/03/2020;113800001;1101003;gilson.marques;gilson.marques;SIMONI DA ROSA CORREA;003
;514486;0002;90978;ROLAMENTO 3310 A-2Z/C3;2;07/02/2020;ESTOQUE;MATERIAL NO PONTO DE PEDIDO, ZEROU EM ESTOQUE;049859;791372;03/03/2020;06/03/2020;06/03/2020;2;S;1136;L;L;02/04/2020;;;;03/03/2020;113800001;1101003;gilson.marques;gilson.marques;SIMONI DA ROSA CORREA;003
;514487;0001;66530;PN 01873949 - RASPADORES DA BANDA METALICA DO MDP, CONSTITUI;1;07/02/2020;MDF-2 - PRENSA;MATERIAL UTILIZADO NAS 3 PRENSAS - SUBSTITUI SC 502835 ELIMINADA RESIDUO;IMPORT;;;;;0;;0;L;;;;;;;;;wylliam.bassos;MECANICA - VIDAL;;
;514487;0002;66531;PN 01761589 - RASPADORES DA BANDA METALICA DO MDP, CONSTITUI;1;07/02/2020;MDF-2 - PRENSA;MATERIAL UTILIZADO NAS 3 PRENSAS - SUBSTITUI SC 502835 ELIMINADA RESIDUO;IMPORT;;;;;0;;0;L;;;;;;;;;wylliam.bassos;wylliam.bassos;;
;514489;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;10/02/2020;PORTAS AUTOMATICAS - RESTAURANTE E RH;CONSERTO DAS PORTAS AUTOMATICAS DO RESTAURANTE E DO RH (DOORSUL - 32414325);;;;;;0;;0;L;;;;;;;;;leonardo.beretta;CIVIL - ELIZANDRO;;
;514490;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;10/02/2020;CHILLER - MDP;CONTRATACAO DE DUAS (02) DIARIAS DE TECNICO DA CARRIER PARA MANUTENCAO NO CHILLER DO MDP.;;;;;;0;;0;R;;;;;;;;;leonardo.beretta;CIVIL - ELIZANDRO;;
;514491;0001;X0050;DESEMBARACO E DESPESAS ADUANEIRAS;1;10/02/2020;ARMAZENAGEM PC'S 751748 E 756933;DESPESAS COM ARMAZENAGEM IMPORTACOES 34/17 B II + 05/18 INSERCO - PEDIDOS 751748 + 756933 (PERIODO: 19/01/2020 – 06/02/2020);049814;790909;13/02/2020;13/02/2020;13/02/2020;1;S;310,69;L;L;11/02/2020;;;;10/02/2020;512207099;2299003;leonardo.beretta;ARMAZENAGEM - JANAINA;BANRISUL ARMAZENS GERAIS SA;076
;514492;0001;21691;SAIBRO PENEIRADO;8;10/02/2020;PAVIMENTACAO - VIAS DA PLANTA;PARA CONSERTAR BURACOS NA RUA DA ETA E DA RUA DA EXPEDICAO.;049861;791351;;;;0;S;256;L;B;12/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:26;;02/03/2020;122299001;2299003;leonardo.beretta;CIVIL - ELIZANDRO;PEDREIRA TAIMBE LTDA;003
;514492;0002;12340;BRITA 04 (RACHAO);8;10/02/2020;PAVIMENTACAO - VIAS DA PLANTA;PARA CONSERTAR BURACOS NA RUA DA ETA E DA RUA DA EXPEDICAO.;049861;791350;;;;0;S;480;L;B;03/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:25;;02/03/2020;122299001;2299003;leonardo.beretta;CIVIL - ELIZANDRO;PEDREIRA SAO JOAQUIM LTDA.;003
;514496;0001;35361;MOBILCUT 102;200;10/02/2020;AFIACAO FACAS MOINHOS E PICADORES;OLEO SOLUVEL PARA AFIACAO DE FACAS;049821;790957;19/02/2020;19/02/2020;19/02/2020;200;S;5293;L;L;21/02/2020;;;;12/02/2020;113800001;2299008;joao.berchol;joao.berchol;LUBRITEC DISTRIBUIDORA DE LUBRIFICANTES LTDA;001
;514502;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;11/02/2020;SESMT;MANUTENCAO KOMBI PLACA IOP 8883;049823;790975;13/02/2020;13/02/2020;13/02/2020;1;S;2000;L;L;22/02/2020;;;;12/02/2020;512206002;1102004;ricardo.rodrigues;ricardo.rodrigues;SIDELEY LUIZ BARETTA;001
;514503;0001;41048;FONTE ALIMENTACAO SITOP TRIFASICA 400-500VAC 24V 40A  50/60H;1;11/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514503;0002;19093;CONTATORA TRIPOLAR 25 Amp S/ CONT AUX ,BOB 220 Vca 60 Hz TAM;2;11/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514503;0003;90231;VENTOSA DA LP;3;11/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514503;0004;23014;SENSOR INDUTIVO CILINDRICO METALIC RENTE 12MM 10 A 35VCC PNP;6;11/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514503;0005;30545;CABO COM CONECTOR M12 IP67 4 POLOS 10MTS 3RX8 000-0CB42-1AL0;2;11/02/2020;ALMOXARIFADO;ITEM SEM SALDO NO ESTOQUE.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514503;0006;15997;VALVULA PNEUMATICA MFH-5-1/4;2;11/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514503;0007;35165;BOTAO DE COMANDO AMARELO 22MM C/ SINALIZACAO;1;11/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514504;0001;42186;"INTERRUPTOR DE FLUXO DE AGUA DE 2"" A 4""";4;11/02/2020;ALMOXARIFADO;ITEM NO PONTO DE PEDIDO.;IMPORT;;;;;0;;0;L;;;;;S;;;;welker.henrique;welker.henrique;;
;514507;0001;88902;CABO DE ALIMENTACAO DA CORTINA DE SEGURANCA KD S-M12-5A-P1-1;1;12/02/2020;IMPREGNACAO - BARREIRA SEGURANCA;BARREIRA DE SEGURANCA APRESENTANDO FALHAS NO ACIONAMENTO (SUBSTITUI PC 778001 - ELIMINADO P/ RESIDUO);;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;ELETRICA - CLECIO MATTE;;
;514507;0002;88899;GRADE DE LUZ DE SEGURANCA MLD510-RT2;1;12/02/2020;IMPREGNACAO - BARREIRA SEGURANCA;BARREIRA DE SEGURANCA APRESENTANDO FALHAS NO ACIONAMENTO (SUBSTITUI PC 778001 - ELIMINADO P/ RESIDUO);;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;ELETRICA - CLECIO MATTE;;
;514507;0003;88900;GRADE DE LUZ DE SEGURANCA MLD-M002, ELEMENTO PASSIVO, USO CO;1;12/02/2020;IMPREGNACAO - BARREIRA SEGURANCA;BARREIRA DE SEGURANCA APRESENTANDO FALHAS NO ACIONAMENTO (SUBSTITUI PC 778001 - ELIMINADO P/ RESIDUO);;;;;;0;;0;B;;;;;S;;;;leonardo.beretta;ELETRICA - CLECIO MATTE;;
